propertiesid,property_type,property_status,availability,country,division,city,current_zones,zone,price,interior_area,gros_area,bedrooms,bathrooms,other_rooms,year_of_construction,year_of_renovation
4797,Apartment,New,Available,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",62000,60,65,1,1,0,0,0
4796,Apartment,New,Available,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",56000,60,70,1,1,0,0,0
4795,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni I Tiranes","Liqeni I Tiranes",200000,118,118,2,1,0,0,0
4787,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Fusha e Aviacionit","Fusha e Aviacionit",48500,50,58,1,1,0,0,0
4782,Apartment,Used,Available,Albania,Tirana,Tirana,"Libri universitar","Libri universitar",296000,185,185,0,0,0,0,0
4778,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Shkolla e Baletit","Shkolla e Baletit",65000,45,50,1,1,0,0,0
4777,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",110000,102,114,2,1,0,0,0
4772,Apartment,Used,Sold,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",105000,117,125,3,2,4,0,0
4771,Apartment,"Under construction",Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",56000,59,65,1,1,0,0,0
4766,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,90000,85,100,2,1,3,0,0
4765,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",146000,122,122,2,2,0,0,0
4764,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",80000,68,72,1,1,0,0,0
4761,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,103000,110,120,2,1,3,0,0
4760,Apartment,Used,Sold,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",122000,126,135,2,2,3,0,0
4754,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",118000,118,118,2,2,0,0,0
4749,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,55000,81,90,2,1,3,0,0
4745,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",1500,150,150,0,2,0,0,0
4744,Apartment,Used,Sold,Albania,Tirana,Tirana,,,85000,100,111,2,2,3,0,0
4743,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",82000,96,106,2,2,3,0,0
4742,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Plazh, Durres","Plazh, Durres",55400,56,61,1,1,0,0,0
4736,Apartment,New,Available,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",77732,775,87,2,1,0,0,0
4732,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",78300,86,96,2,2,0,0,0
4730,Apartment,Used,Available,Albania,Tirana,Tirana,"Laprake |##| Don Bosko",Laprake,90000,0,94,0,2,2,0,0
4729,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",99728,92,108,2,2,0,0,0
4728,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",100556,93,109,2,2,0,0,0
4727,Apartment,New,Available,Albania,Tirana,Tirana,,,92000,102,102,2,2,3,0,0
4726,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",74888,81,81,1,1,2,0,0
4725,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",94116,102,102,2,2,3,0,0
4724,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",100556,109,109,0,0,0,0,0
4723,Apartment,"Under construction",Available,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",74980,69,82,1,1,0,0,0
4722,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",99360,92,108,2,2,0,0,0
4721,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",74980,69,82,1,1,0,0,0
4720,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",96116,87,102,2,1,0,0,0
4719,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",99452,92,108,2,2,0,0,0
4718,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",74980,69,82,1,1,0,0,0
4717,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",100464,93,109,2,2,0,0,0
4716,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",100556,93,109,2,2,0,0,0
4713,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",108400,119,132,3,2,0,0,0
4711,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",78310,86,96,2,2,0,0,0
4710,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,56000,87,96,2,2,0,0,0
4709,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",125000,100,100,2,1,0,0,0
4707,Apartment,New,Available,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",111150,107,124,2,2,0,0,0
4704,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,48500,59,67,1,1,0,0,0
4702,Apartment,Used,Sold,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",67000,97,97,2,1,0,0,0
4701,Apartment,New,Available,Albania,Tirana,Tirana,,,78000,75,75,2,1,0,0,0
4699,Apartment,Used,Available,Albania,Tirana,Tirana,"Laprake |##| Don Bosko",Laprake,122000,111,111,0,2,2,0,0
4698,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Gjergj Fishta","Blv.Gjergj Fishta",130000,104,112,2,2,0,0,0
4697,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Plazh, Durres","Plazh, Durres",28000,0,58,1,1,0,0,0
4695,Apartment,Used,Available,Albania,Tirana,Tirana,,,210000,219,226,3,2,5,0,0
4694,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Shkolla e Kuqe |##| Qender |##| Pazari I ri |##| Rruga Bardhyl |##| Rr. Qemal Stafa","Shkolla e Kuqe",115000,118,104,2,2,0,0,0
4692,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",85841,110,123,2,1,0,0,0
4684,Apartment,New,Available,Albania,Tirana,Tirana,"Stadiumi Dinamo","Stadiumi Dinamo",186893,135,118,2,2,0,0,0
4683,Apartment,New,Available,Albania,Tirana,Tirana,"Stadiumi Dinamo","Stadiumi Dinamo",126132,79,91,2,2,0,0,0
4682,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Laprake |##| Don Bosko",Laprake,56244,59,65,1,1,0,0,0
4678,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",69000,90,100,2,1,0,0,0
4677,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,160000,93,93,2,1,0,0,0
4675,Apartment,New,Available,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",30000,48,55,1,1,0,0,0
4672,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",66000,69,77,1,1,2,0,0
4670,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Astiri |##| astiri","Unaza e re",41000,58,58,1,1,0,0,0
4669,Apartment,New,Available,Albania,Tirana,Tirana,,,52000,54,67,1,1,0,0,0
4668,Apartment,Used,Available,Albania,Tirana,Tirana,,,220000,168,168,4,2,5,0,0
4667,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",105800,108,122,2,2,0,0,0
4666,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",75000,53,59,1,1,0,0,0
4665,Apartment,Used,Available,Albania,Tirana,Tirana,Hipoteka,Hipoteka,55000,58,66,1,1,0,0,0
4662,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",35000,55,55,1,1,0,0,0
4661,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Pallati me Shigjeta","Pallati me Shigjeta",69000,100,114,2,0,0,0,0
4659,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko |##| Zogu I Zi","Don Bosko",92700,91,103,2,2,0,0,0
4658,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko |##| Rruga e Durresit |##| Zogu I Zi |##| Rruga Mine Peza","Don Bosko",78300,75,87,2,1,0,0,0
4651,Apartment,Used,Available,Albania,Tirana,Tirana,,,82000,90,97,2,2,3,0,0
4647,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,70000,74,80,2,1,3,0,0
4646,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",48000,63,63,1,1,0,0,0
4641,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Kombinat,Kombinat,48000,76,76,2,1,0,0,0
4639,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik/Zoologjik","Kopshti Botanik/Zoologjik",95000,75,87,1,1,0,0,0
4636,Apartment,"Under Construction",Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",83108,95,105,2,2,0,0,0
4635,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",63000,67,67,1,1,0,0,0
4634,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Hipoteka |##| Harry Fultz",Hipoteka,110000,94,107,2,2,0,0,0
4633,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Hipoteka |##| Harry Fultz",Hipoteka,70000,61,69,1,1,0,0,0
4630,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",114000,85,95,2,2,0,0,0
4617,Apartment,New,Available,Albania,Tirana,Tirana,"Kopshti Botanik/Zoologjik |##| Liqeni I Tiranes |##| Liqeni i Thate","Kopshti Botanik/Zoologjik",66000,60,66,1,1,3,0,0
4613,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Mine Peza","Rruga Mine Peza",85000,85,85,2,1,0,0,0
4611,Apartment,Used,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",60000,70,70,1,2,1,0,0
4607,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Medreseja,Medreseja,55000,0,54,1,1,0,0,0
4606,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",115000,86,95,2,1,0,0,0
4605,Apartment,New,Available,Albania,Tirana,Tirana,Oxhaku,Oxhaku,52556,75,0,1,1,3,0,0
4602,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",140000,140,140,3,1,0,0,0
4601,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",103000,110,120,2,1,0,0,0
4598,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,45000,65,71,1,1,0,0,0
4597,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit |##| Selite","Komuna e Parisit",59000,63,73,1,1,0,0,0
4592,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,77000,0,95,2,1,0,0,0
4591,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",131900,100,113,2,2,0,0,0
4586,Apartment,New,Available,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",42000,61,72,1,1,0,0,0
4585,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Hipoteka,Hipoteka,95000,92,102,2,1,0,0,0
4584,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",85000,88,106,2,2,0,0,0
4582,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit |##| Kodra e  Diellit","Komuna e Parisit",55500,68,73,1,1,0,0,0
4581,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Pazari I ri","Pazari I ri",105000,100,100,2,1,0,0,0
4580,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",89000,103,113,2,2,0,0,0
4578,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",85000,105,114,2,2,0,0,0
4575,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Yzberisht |##| Pallati me Shigjeta",Yzberisht,46500,64,64,1,1,0,0,0
4570,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,80000,88,98,2,1,3,0,0
4569,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,70000,73,73,1,1,2,0,0
4566,Apartment,New,Available,Albania,Tirana,Tirana,"Yzberisht |##| Pallati me Shigjeta",Yzberisht,46500,58,64,1,1,0,0,0
4563,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,48500,99,99,2,1,0,0,0
4560,Apartment,Used,Available,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",50000,65,69,1,1,0,0,0
4559,Apartment,Used,Available,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",88000,100,110,2,2,0,0,0
4554,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",80730,91,104,0,0,0,0,0
4552,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv. Zhan D'Ark |##| Shkolla e Baletit","Blv. Zhan D'Ark",118000,107,117,2,2,0,0,0
4550,Apartment,Used,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,45000,58,65,1,1,0,0,0
4549,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Teodor Keko |##| Astiri |##| astiri","Unaza e re",54000,72,72,1,1,0,0,0
4548,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,33500,64,64,1,0,0,0,0
4547,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,85000,100,103,2,2,0,0,0
4546,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Nobis,Nobis,270000,110,119,2,2,0,0,0
4540,Apartment,Used,Available,Albania,Tirana,Tirana,"Kodra e Priftit","Kodra e Priftit",60000,93,100,2,2,0,0,0
4537,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",80000,140,140,2,2,0,0,0
4535,Apartment,Used,Available,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",135000,89,100,2,1,0,0,0
4534,Apartment,New,Sold,Albania,Tirana,Tirana,Fresku,Fresku,71000,93,105,3,2,0,0,0
4533,Apartment,Used,Available,Albania,Tirana,Tirana,"Liqeni I Tiranes |##| Tirana e Re","Liqeni I Tiranes",128000,102,110,2,0,0,0,0
4531,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Kinostudio,Kinostudio,65800,86,94,2,1,0,0,0
4530,Apartment,Used,Available,Albania,Tirana,Tirana,"Laprake |##| 21 dhjetori |##| Fusha e Aviacionit",Laprake,72000,85,85,2,1,2,0,0
4528,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori |##| Pallati me Shigjeta |##| Vasil Shanto","21 dhjetori",45000,47,47,1,1,0,0,0
4527,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",96730,0,114,3,1,0,0,0
4526,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",87688,0,110,2,1,0,0,0
4525,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",115240,0,115,2,1,0,0,0
4524,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,Petrele,Petrele,117260,0,107,2,1,0,0,0
4523,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,Sauk,Sauk,60150,0,120,2,1,0,0,0
4521,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,Petrele,Petrele,117260,0,107,2,1,0,0,0
4520,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,Sauk,Sauk,60150,0,120,2,1,0,0,0
4519,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",96730,0,114,3,1,0,0,0
4518,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",87688,0,110,2,1,0,0,0
4517,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",115240,0,115,2,1,0,0,0
4516,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",140000,95,136,3,2,0,0,0
4515,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",115240,0,115,2,1,0,0,0
4514,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",76518,0,98,2,1,0,0,0
4512,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",117280,0,73,1,1,0,0,0
4511,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",134000,106,121,2,2,0,0,0
4510,Apartment,"Under construction",Available,Albania,Tirana,Tirana,,,267000,111,133,3,1,4,0,0
4509,Apartment,"Under construction",Available,Albania,Tirana,Tirana,,,260000,108,129,3,1,4,0,0
4508,Apartment,Used,Available,Albania,Tirana,Tirana,"Rruga e Kavajes |##| Pallati me Shigjeta","Rruga e Kavajes",98000,105,116,3,2,2,0,0
4499,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",95500,115,115,2,2,2,0,0
4498,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Pallati me Shigjeta |##| Yzberisht","Pallati me Shigjeta",58500,98,98,2,1,2,0,0
4495,Apartment,New,Available,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",83600,76,66,1,1,0,0,0
4494,Apartment,New,Available,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",126758,106,121,2,2,0,0,0
4492,Apartment,Used,Available,Albania,Tirana,Tirana,"Shkolla e Kuqe |##| Pazari I ri |##| Rruga Bardhyl |##| Selvia |##| Rruga 4 Deshmoret","Shkolla e Kuqe",83000,79,89,2,1,2,0,0
4490,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,300000,120,120,2,2,0,0,0
4489,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Gjergj Fishta","Blv.Gjergj Fishta",92000,73,81,2,1,0,0,0
4488,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,53000,73,79,2,1,2,0,0
4487,Apartment,Used,Available,Albania,Tirana,Tirana,Yzberisht,Yzberisht,80000,98,116,2,2,2,0,0
4486,Apartment,Used,Available,Albania,Tirana,Tirana,Yzberisht,Yzberisht,80000,98,0,2,1,0,0,0
4485,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,43000,54,59,1,1,1,0,0
4484,Apartment,Used,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,50000,79,88,2,1,2,0,0
4480,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",85000,89,100,2,2,2,0,0
4479,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",67000,97,97,2,2,0,0,0
4476,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Brryli,Brryli,92000,101,111,2,2,0,0,0
4473,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",77000,0,119,2,2,0,0,0
4472,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,83000,122,122,3,1,0,0,0
4471,Apartment,Used,Available,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",120000,132,132,3,1,1,0,0
4469,Apartment,Used,Available,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",60000,87,100,2,2,0,0,0
4466,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",72726,0,117,0,0,0,0,0
4465,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",61690,0,100,2,1,0,0,0
4464,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",43000,0,65,1,1,0,0,0
4461,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",90000,106,106,3,2,0,0,0
4460,Apartment,Used,Available,Albania,Tirana,Tirana,Qender,Qender,101000,92,92,0,0,0,0,0
4459,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,37000,60,60,1,1,0,0,0
4458,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori |##| Zogu I Zi","21 dhjetori",156800,119,131,3,2,0,0,0
4455,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",70000,93,0,2,1,0,0,0
4453,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Zogu I Zi","Zogu I Zi",109000,103,103,2,1,0,0,0
4452,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",42000,60,60,1,1,0,0,0
4448,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Astiri","Unaza e re",53000,87,87,2,1,0,0,0
4447,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",101500,103,113,2,1,3,0,0
4444,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Vasil Shanto","Vasil Shanto",101000,89,89,2,1,0,0,0
4442,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",43000,54,54,1,1,0,0,0
4441,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,106000,106,106,2,1,0,0,0
4440,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik/Zoologjik","Kopshti Botanik/Zoologjik",127500,150,150,3,2,0,0,0
4439,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Teodor Keko |##| Astiri |##| astiri","Unaza e re",40000,63,63,1,1,0,0,0
4438,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",90000,84,84,2,1,0,0,0
4437,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Laprake |##| Zogu I Zi",Laprake,76000,72,82,2,1,0,0,0
4432,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",65000,75,81,2,1,1,0,0
4431,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni I Tiranes","Liqeni I Tiranes",164000,122,142,2,2,0,0,0
4430,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",69000,68,75,2,1,0,0,0
4424,Apartment,Used,Available,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",79000,62,67,1,1,0,0,0
4421,Apartment,Used,Available,Albania,Tirana,Tirana,"Vasil Shanto","Vasil Shanto",135000,150,150,4,2,0,0,0
4420,Apartment,Used,Available,Albania,Tirana,Tirana,"Qender |##| Rruga e Durresit",Qender,205000,133,140,3,2,0,0,0
4418,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",55000,86,86,2,1,0,0,0
4416,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re |##| Astiri","Unaza e re",43000,67,67,1,1,0,0,0
4414,Apartment,Used,Potential,Albania,Tirana,Tirana,Kinostudio,Kinostudio,59000,56,62,2,1,1,0,0
4411,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",105000,95,105,2,2,0,0,0
4408,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",106000,95,106,2,2,0,0,0
4405,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,70000,87,87,2,1,3,0,0
4403,Apartment,Used,Available,Albania,Tirana,Tirana,Laprake,Laprake,56000,65,65,1,1,0,0,0
4401,Apartment,Used,Sold,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",60000,69,63,1,1,0,0,0
4399,Apartment,Used,Available,Albania,Tirana,Tirana,Blloku,Blloku,237500,125,125,3,2,0,0,0
4395,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,105000,96,106,2,1,0,0,0
4394,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,155000,128,138,2,2,0,0,0
4390,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,66000,75,75,2,1,3,0,0
4371,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Stadiumi Dinamo","Stadiumi Dinamo",105000,63,68,1,1,0,0,0
4369,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",90000,85,100,2,1,0,0,0
4368,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,,,122000,115,133,3,2,0,0,0
4366,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,77000,108,118,2,2,0,0,0
4360,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit |##| Kopshti Botanik/Zoologjik |##| Liqeni I Tiranes","Komuna e Parisit",110000,95,95,2,0,0,0,0
4358,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik/Zoologjik |##| Liqeni I Tiranes |##| Farke |##| Selite |##| Liqeni i Thate","Kopshti Botanik/Zoologjik",135000,137,0,2,2,6,0,0
4352,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",55000,64,64,1,1,0,0,0
4351,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",68000,105,115,2,1,0,0,0
4345,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",115000,90,90,2,1,0,0,0
4342,Apartment,Used,Available,Albania,Tirana,Tirana,"Blv. Zhan D'Ark","Blv. Zhan D'Ark",198000,146,155,4,2,0,0,0
4327,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,60000,70,76,2,1,0,0,0
4324,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,110000,100,100,2,1,3,0,0
4322,Apartment,Used,Available,Albania,Tirana,Tirana,,,103000,100,100,2,1,3,0,0
4317,Apartment,Used,Available,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",85000,88,97,2,1,0,0,0
