propertiesid,property_type,property_status,availability,country,division,city,current_zones,zone,price,interior_area,gros_area,bedrooms,bathrooms,other_rooms,year_of_construction,year_of_renovation
4315,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Fusha e Aviacionit","Fusha e Aviacionit",85000,87,100,2,2,0,0,0
4313,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,83000,87,92,2,2,2,0,0
4310,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,70000,90,90,2,1,3,0,0
4309,Apartment,New,Sold,Albania,Tirana,Tirana,Hipoteka,Hipoteka,94000,77,90,2,2,0,0,0
4307,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Kombinat,Kombinat,46800,63,72,1,1,0,0,0
4305,Apartment,New,Available,Albania,Tirana,Tirana,"Selvia |##| Rruga Siri Kodra",Selvia,128700,117,104,2,1,0,0,0
4304,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Selvia |##| Rruga Siri Kodra",Selvia,49500,45,40,0,1,0,0,0
4301,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",65000,103,103,2,1,0,0,0
4300,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,84700,77,65,1,1,0,0,0
4299,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Vasil Shanto","Vasil Shanto",80000,90,90,2,1,0,0,0
4298,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",178000,118,132,3,2,0,0,0
4297,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",85000,56,63,1,1,0,0,0
4296,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",128000,85,96,2,2,0,0,0
4294,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,85000,93,100,2,2,3,0,0
4292,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Fusha e Aviacionit","Fusha e Aviacionit",85000,87,100,0,0,0,0,0
4291,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",52000,95,94,2,0,0,0,0
4290,Apartment,New,Available,Albania,Tirana,Tirana,"Blv.Gjergj Fishta","Blv.Gjergj Fishta",169000,149,149,2,2,0,0,0
4287,Apartment,Used,Sold,Albania,Tirana,Tirana,Laprake,Laprake,32000,60,60,1,1,0,0,0
4285,Apartment,New,Available,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",132000,109,126,3,2,0,0,0
4284,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",74000,62,71,1,1,0,0,0
4283,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",95750,79,91,2,2,0,0,0
4282,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,85000,99,99,1,1,2,0,0
4281,Apartment,New,Available,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",70800,58,68,1,1,0,0,0
4280,Apartment,New,Sold,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",94200,78,90,2,2,0,0,0
4274,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,68000,37,37,1,1,0,0,0
4273,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,110000,88,100,2,1,0,0,0
4271,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,88000,106,118,2,1,0,0,0
4270,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Pallati me Shigjeta","Pallati me Shigjeta",68000,89,100,2,1,0,0,0
4265,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",290000,258,270,5,2,0,0,0
4264,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",125000,90,100,2,2,0,0,0
4261,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",80000,103,103,3,2,4,0,0
4259,Apartment,New,Available,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",85500,113,128,3,2,0,0,0
4258,Apartment,New,Available,Albania,Tirana,Tirana,"Liqeni I Tiranes","Liqeni I Tiranes",199500,102,125,2,2,0,0,0
4257,Apartment,New,Available,Albania,Tirana,Tirana,"Liqeni I Tiranes","Liqeni I Tiranes",262000,133,163,3,2,0,0,0
4256,Apartment,Used,Available,Albania,Tirana,Tirana,"Tirana e Re","Tirana e Re",85000,125,125,2,2,0,0,0
4252,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,129000,96,99,0,0,0,0,0
4250,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni I Tiranes","Liqeni I Tiranes",175000,160,160,3,2,0,0,0
4248,Apartment,Used,Available,Albania,Tirana,Tirana,Yzberisht,Yzberisht,60000,85,95,2,1,0,0,0
4247,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Pazari I ri","Pazari I ri",120000,93,100,2,1,0,0,0
4245,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",63000,80,99,2,0,0,0,0
4241,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Laprake |##| Don Bosko",Laprake,90300,94,105,0,0,0,0,0
4239,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Teodor Keko |##| Astiri |##| astiri","Unaza e re",35000,59,68,1,1,0,0,0
4226,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,76000,80,95,1,1,2,0,0
4219,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",116000,101,113,2,2,0,0,0
4211,Apartment,Used,Available,Albania,Tirana,Tirana,"Kopshti Botanik/Zoologjik","Kopshti Botanik/Zoologjik",350000,230,230,2,1,0,0,0
4210,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,53000,77,86,2,1,0,0,0
4209,Apartment,Used,Sold,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",54000,57,65,2,1,0,0,0
4206,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",85000,94,102,2,1,3,0,0
4205,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",75000,85,85,2,1,0,0,0
4201,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",53000,63,63,1,1,0,0,0
4193,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",75000,70,75,2,1,0,0,0
4191,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",92000,100,113,2,1,3,0,0
4190,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",49870,78,88,2,1,0,0,0
4189,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55750,86,98,2,1,0,0,0
4188,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,78000,157,177,2,1,0,0,0
4185,Apartment,Used,Available,Albania,Tirana,Tirana,Oxhaku,Oxhaku,64000,73,73,2,1,0,0,0
4184,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,55000,63,69,1,1,2,0,0
4183,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,56000,67,59,1,1,2,0,0
4182,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Xhamlliku,Xhamlliku,100000,105,126,2,2,3,0,0
4180,Apartment,"Under construction",Sold,Albania,Tirana,Tirana,"Laprake |##| Zogu I Zi",Laprake,55100,62,71,1,1,4,0,0
4179,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Laprake |##| Don Bosko",Laprake,77350,81,91,2,2,0,0,0
4177,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Laprake |##| Don Bosko",Laprake,89675,94,106,2,2,6,0,0
4176,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",79000,121,133,2,2,0,0,0
4173,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,85000,100,100,2,2,3,0,0
4171,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Teodor Keko |##| Astiri","Unaza e re",52000,64,72,1,1,0,0,0
4170,Apartment,New,Available,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",140000,115,393,3,0,0,0,0
4169,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",67000,83,139,2,1,0,0,0
4165,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",125000,97,110,2,1,0,0,0
4164,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",135000,97,110,2,1,0,0,0
4163,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,80000,103,112,2,2,0,0,0
4162,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,65000,92,92,2,2,0,0,0
4161,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",55000,0,96,2,2,0,0,0
4154,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",84000,82,91,2,2,0,0,0
4152,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame |##| Yzberisht","Misto Mame",61500,112,123,2,2,5,0,0
4151,Apartment,Used,Available,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",123000,77,90,3,1,0,0,0
4148,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",105000,102,102,4,2,0,0,0
4142,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Astiri","Unaza e re",57000,92,103,1,1,0,0,0
4135,Apartment,New,Sold,Albania,Tirana,Tirana,Astiri,Astiri,56000,90,97,2,2,0,0,0
4134,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,60000,90,97,2,2,0,0,0
4133,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",80000,81,81,2,1,1,0,0
4125,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",48000,60,60,1,1,0,0,0
4121,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,175000,152,152,1,2,0,0,0
4119,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,115000,88,88,2,1,3,0,0
4118,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,56000,100,114,2,2,0,0,0
4117,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,54000,0,90,2,1,0,0,0
4114,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,52000,75,85,2,1,0,0,0
4109,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",72000,80,80,3,1,0,0,0
4104,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Bardhyl","Rruga Bardhyl",54000,54,54,1,1,1,0,0
4098,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv. Zhan D'Ark","Blv. Zhan D'Ark",110000,95,103,2,2,0,0,0
4095,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Qender,Qender,105000,77,77,2,1,0,0,0
4091,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,44000,65,71,1,1,0,0,0
4089,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",60000,0,76,1,1,0,0,0
4088,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,57000,115,120,2,1,0,0,0
4086,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni I Tiranes","Liqeni I Tiranes",100000,93,101,2,2,0,0,0
4080,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,360000,200,240,5,2,0,0,0
4074,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",75000,80,80,2,1,0,0,0
4072,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",68000,80,84,2,2,0,0,0
4070,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",72000,76,76,2,0,0,0,0
4061,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri |##| Pallati me Shigjeta","Blv.Bajram Curri",75000,100,114,2,1,0,0,0
4060,Apartment,Used,Available,Albania,Tirana,Tirana,"Myslym Shyri |##| 21 dhjetori","Myslym Shyri",136800,114,114,3,1,5,0,0
4058,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Blv.Bajram Curri |##| Pallati me Shigjeta","Unaza e re",82000,97,97,2,1,0,0,0
4055,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",55000,75,106,2,2,0,0,0
4048,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori |##| Rruga e Kavajes","21 dhjetori",115000,112,117,2,2,0,0,0
4047,Apartment,Used,Available,Albania,Tirana,Tirana,Dogana,Dogana,70000,94,105,2,0,0,0,0
4045,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",51700,84,94,2,1,0,0,0
4039,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",96000,120,120,0,2,0,0,0
4036,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,36000,51,51,1,1,0,0,0
4035,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Teodor Keko |##| Astiri","Unaza e re",78000,93,93,2,2,0,0,0
4033,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,51000,90,90,2,2,0,0,0
4030,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,57000,116,116,2,2,0,0,0
4028,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,49000,58,67,2,1,0,0,0
4026,Apartment,Used,Available,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",130000,102,102,2,1,0,0,0
4025,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Laprake |##| Don Bosko |##| Zogu I Zi",Laprake,45000,55,65,1,1,0,0,0
4023,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Pazari I ri","Pazari I ri",80000,65,64,1,1,0,0,0
4018,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,52000,83,94,2,1,0,0,0
4010,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Fusha e Aviacionit","Fusha e Aviacionit",85000,0,114,2,2,0,0,0
4009,Apartment,"Under Construction",Withdrawn,Albania,Tirana,Tirana,"Fusha e Aviacionit","Fusha e Aviacionit",80000,0,106,2,2,0,0,0
4008,Apartment,"Under construction",Available,Albania,Tirana,Tirana,,,85000,87,100,2,1,2,0,0
4007,Apartment,"Under construction",Available,Albania,Tirana,Tirana,,,85000,87,100,2,1,2,0,0
4000,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Brryli,Brryli,76500,67,67,1,1,0,0,0
3999,Apartment,Used,Available,Albania,Tirana,Tirana,"Pallati me Shigjeta","Pallati me Shigjeta",62000,70,70,2,1,0,0,0
3992,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,40000,62,71,2,1,0,0,0
3991,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,SARAND,SARAND,75000,100,100,2,1,0,0,0
3985,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik/Zoologjik","Kopshti Botanik/Zoologjik",150000,127,127,2,2,0,0,0
3982,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Ali Demi","Ali Demi",50000,56,56,1,1,0,0,0
3980,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,93000,98,100,2,2,0,0,0
3977,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",63000,108,108,2,1,0,0,0
3976,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,200000,115,130,2,1,0,0,0
3975,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,63000,107,107,2,1,0,0,0
3972,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Kombinat,Kombinat,35000,50,50,1,1,0,0,0
3959,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,171000,110,117,3,1,3,0,0
3953,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",60000,61,70,1,1,0,0,0
3948,Apartment,Used,Available,Albania,Tirana,Tirana,"Kashar |##| Kombinat |##| Misto Mame |##| Yzberisht",Kashar,59000,74,105,2,1,0,0,0
3943,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",65000,60,67,1,1,0,0,0
3938,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",130000,125,125,3,2,0,0,0
3937,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Teodor Keko |##| Astiri","Unaza e re",66950,0,102,0,0,0,0,0
3935,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",90000,95,120,2,2,0,0,0
3932,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Qender,Qender,379000,153,168,1,2,0,0,0
3928,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",92000,100,112,3,2,0,0,0
3925,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",55000,50,50,2,1,0,0,0
3923,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",73000,63,69,0,0,0,0,0
3922,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,45000,87,87,2,1,0,0,0
3919,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re |##| Kashar","Unaza e re",56700,106,119,2,2,0,0,0
3908,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",55000,62,62,0,0,0,0,0
3903,Apartment,New,Available,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",127500,134,150,3,2,0,0,0
3885,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",55000,86,94,2,1,3,0,0
3883,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",63000,76,85,3,1,0,0,0
3876,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,250000,125,125,2,2,4,0,0
3873,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",65000,66,72,1,1,0,0,0
3868,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",43000,71,71,1,1,0,0,0
3866,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga 4 Deshmoret","Rruga 4 Deshmoret",46000,52,54,2,1,0,0,0
3865,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,44000,58,65,1,1,0,0,0
3862,Apartment,New,Available,Albania,Tirana,Tirana,Linze,Linze,75735,138,138,2,2,0,0,0
3860,Apartment,New,Available,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",53000,63,65,2,1,0,0,0
3856,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",125300,179,179,4,2,4,0,0
3851,Apartment,New,Available,Albania,Tirana,Tirana,"Unaza e re |##| Dogana |##| Teodor Keko |##| Astiri","Unaza e re",121100,173,173,4,2,0,0,0
3838,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,155000,130,135,3,1,0,0,0
3837,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,100000,109,110,3,2,0,0,0
3836,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Brryli,Brryli,92000,92,100,2,1,0,0,0
3832,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",75000,55,61,1,1,0,0,0
3831,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",115000,84,94,2,1,0,0,0
3830,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",162000,118,132,0,0,0,0,0
3829,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",83000,91,105,2,2,0,0,0
3828,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,178000,124,130,3,1,0,0,0
3824,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,59000,78,90,2,1,0,0,0
3821,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",95000,98,110,2,2,0,0,0
3816,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Petronini,Petronini,105000,91,91,2,1,0,0,0
3814,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Brryli,Brryli,52000,53,62,1,1,0,0,0
3813,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",128000,106,116,2,2,0,0,0
3812,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",75000,82,82,2,2,0,0,0
3810,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",75000,66,70,2,1,0,0,0
3809,Apartment,"Under construction",Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",88620,94,106,2,2,5,0,0
3807,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",64000,90,98,1,1,0,0,0
3806,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",73000,110,110,2,1,0,0,0
3802,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Brryli,Brryli,96800,88,88,2,2,2,0,0
3800,Apartment,New,Available,Albania,Tirana,Tirana,,,120000,135,144,4,3,0,0,0
3796,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,132000,120,125,0,2,0,0,0
3785,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,47400,78,78,2,1,0,0,0
3777,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,60000,57,57,1,1,0,0,0
3776,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Astiri,Astiri,56100,89,89,2,1,0,0,0
3774,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,50000,77,77,2,1,0,0,0
3772,Apartment,Used,Available,Albania,Tirana,Tirana,Blloku,Blloku,130000,80,80,2,1,0,0,0
3769,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",130000,120,0,3,1,0,0,0
3757,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",89000,62,69,1,1,0,0,0
3756,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,63000,90,94,2,1,0,0,0
3753,Apartment,New,Available,Albania,Tirana,Tirana,Fresku,Fresku,45000,93,93,2,1,0,0,0
3746,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",90000,100,110,2,2,3,0,0
3742,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,65000,112,127,2,2,0,0,0
3741,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,60000,106,118,2,2,0,0,0
3732,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Petronini,Petronini,81000,90,90,2,1,0,0,0
3731,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Blv.Bajram Curri","Blv.Bajram Curri",85000,85,85,2,1,0,0,0
3730,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",185000,120,130,3,2,0,0,0
3726,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Qender,Qender,135000,112,112,2,1,0,0,0
3725,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori |##| Zogu I Zi","21 dhjetori",165000,147,147,8,2,0,0,0
3716,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Kodra e  Diellit","Kodra e  Diellit",110000,107,118,4,1,3,0,0
3709,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",172000,112,112,2,1,0,0,0
3708,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,120000,118,118,2,2,0,0,0
3700,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Vasil Shanto","Vasil Shanto",72000,67,75,1,1,0,0,0
3699,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,65000,75,75,1,1,0,0,0
3698,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,59400,112,112,4,1,2,0,0
3697,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,99000,140,150,2,2,0,0,0
3691,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",89675,106,94,2,2,0,0,0
3682,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,210000,290,298,3,2,0,0,0
3681,Apartment,Used,Sold,Albania,Tirana,Tirana,,,53000,64,71,1,1,0,0,0
3679,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Profarma,Profarma,48000,61,71,2,1,0,0,0
3671,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",77090,104,118,5,2,2,0,0
3669,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",159000,148,138,3,2,0,0,0
3666,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,38000,69,69,2,1,1,0,0
3665,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Stadiumi Dinamo","Stadiumi Dinamo",77000,70,70,2,1,0,0,0
3664,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",150000,111,99,2,2,0,0,0
3658,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rr. e  Elbasanit","Rr. e  Elbasanit",65000,102,102,2,2,0,0,0
3652,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",45000,77,77,3,1,2,0,0
3650,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Vlore,Vlore,52500,68,72,1,1,0,0,0
3649,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",62000,87,93,3,1,0,0,0
3646,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",190000,112,112,2,2,0,0,0
