propertiesid,property_type,property_status,availability,country,division,city,current_zones,zone,price,interior_area,gros_area,bedrooms,bathrooms,other_rooms,year_of_construction,year_of_renovation
6692,Apartment,New,Sold,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",170000,170000,0,2,2,0,0,0
6690,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaze e Re","Unaze e Re",39100,85,0,1,1,0,0,0
6688,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaze e Re","Unaze e Re",41850,93,0,2,1,0,0,0
6686,Apartment,New,Sold,Albania,Tirana,Tirana,"Zonja Curre","Zonja Curre",40000,50,0,1,1,0,0,0
6684,Apartment,New,Sold,Albania,Tirana,Tirana,"Kompleksi Dinamo","Kompleksi Dinamo",65000,65,0,1,1,0,0,0
6682,Apartment,New,Sold,Albania,Tirana,Tirana,"Blv. "Gjergj Fishta"","Blv. "Gjergj Fishta"",55000,55,0,1,1,0,0,0
6674,Apartment,New,Available,Albania,Tirana,Tirana,"Prane shkolles "Vasil Shanto"","Prane shkolles "Vasil Shanto"",83000,100,0,2,2,0,0,0
6672,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane "Hotel Diplomat 2"","Prane "Hotel Diplomat 2"",36000,54,0,1,1,0,0,0
6670,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Tiranës, pranë Kopshtit Zoologjik","Liqeni i Tiranës, pranë Kopshtit Zoologjik",150000,100,0,2,2,0,0,0
6668,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Niko Avrami"","Rr. "Niko Avrami"",37000,54,0,0,0,0,0,0
6662,Apartment,New,Sold,Albania,Tirana,Tirana,"Kodra e Diellit","Kodra e Diellit",120000,120,0,2,2,0,0,0
6654,Apartment,New,Available,Albania,Tirana,Tirana,"Brryli, Rruga Bardhyl","Brryli, Rruga Bardhyl",60000,100,0,2,1,0,0,0
6652,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane Globe, Rruga e Kavajes","Prane Globe, Rruga e Kavajes",32000,70,0,1,1,0,0,0
6650,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane shkolles "Vasil Shanto"","Prane shkolles "Vasil Shanto"",65000,60,0,1,1,0,0,0
6648,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",197500,158,0,2,2,0,0,0
6644,Apartment,New,Rented,Albania,Tirana,Tirana,,,46800,78,0,1,1,0,0,0
6642,Apartment,New,Sold,Albania,Tirana,Tirana,"Blv. "Bajram Curri", prane Maternitetit te ri","Blv. "Bajram Curri", prane Maternitetit te ri",68000,65,0,1,1,0,0,0
6640,Apartment,New,Sold,Albania,Tirana,Tirana,"Blv. "Bajram Curri", prane Maternitetit te ri","Blv. "Bajram Curri", prane Maternitetit te ri",68000,67,0,1,1,0,0,0
6638,Apartment,New,Sold,Albania,Tirana,Tirana,"prane skolles se Bashkuar","prane skolles se Bashkuar",60000,70,0,2,1,0,0,0
6636,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Qemal Stafa"","Rr. "Qemal Stafa"",102000,122,0,3,2,0,0,0
6634,Apartment,New,Sold,Albania,Tirana,Tirana,"Blv. "Bajram Curri"","Blv. "Bajram Curri"",45000,60,0,1,1,0,0,0
6632,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Tiranës, pranë Kopshtit Zoologjik","Liqeni i Tiranës, pranë Kopshtit Zoologjik",197000,209,0,3,2,0,0,0
6628,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane Globe, Rruga e Kavajes","Prane Globe, Rruga e Kavajes",72000,100,0,2,1,0,0,0
6624,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Him Kolli"","Rr. "Him Kolli"",150000,126,0,3,2,0,0,0
6600,Apartment,New,Sold,Albania,Tirana,Tirana,"Te  Fresku","Te  Fresku",62000,104,0,2,2,0,0,0
6596,Apartment,New,Available,Albania,Tirana,Tirana,"Rr. "Myslym Shyri"","Rr. "Myslym Shyri"",150000,144,0,5,2,0,0,0
6578,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane INSTAT-it","Prane INSTAT-it",120840,101,0,2,2,0,0,0
6576,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane ATSH-se","Prane ATSH-se",102000,85,0,2,1,0,0,0
6574,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane Sheshit "Wilson"","Prane Sheshit "Wilson"",116400,97,97,2,1,0,0,0
6570,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane 9-kaesheve","Prane 9-kaesheve",120000,85,0,1,1,0,0,0
6568,Apartment,Used,Sold,Albania,Tirana,Tirana,"Rr. "Tefta Tashko Koço"","Rr. "Tefta Tashko Koço"",53000,53,0,1,1,0,0,0
6564,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Vllazen Huta"","Rr. "Vllazen Huta"",142800,119,0,2,2,0,0,0
6546,Apartment,New,Available,Albania,Tirana,Tirana,"Rr. "Myslym Shyri"","Rr. "Myslym Shyri"",351000,140,0,0,2,0,0,0
6544,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Thatë","Liqeni i Thatë",55000,103,0,2,0,0,0,0
6542,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",125400,114,0,2,2,0,0,0
6540,Apartment,New,Rented,Albania,Tirana,Tirana,"Rr. "Perlat Rexhepi"","Rr. "Perlat Rexhepi"",250000,125,0,2,2,0,0,0
6538,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Myslym Shyri"","Rr. "Myslym Shyri"",149500,1150,0,2,2,0,0,0
6536,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane shkolles "Vasil Shanto"","Prane shkolles "Vasil Shanto"",126000,105,0,2,1,0,0,0
6534,Apartment,New,Available,Albania,Tirana,Tirana,"Prane Piramides, Blv "Bajram Curri"","Prane Piramides, Blv "Bajram Curri"",316250,127,0,2,2,0,0,0
6532,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Myslym Shyri"","Rr. "Myslym Shyri"",128250,135,0,3,2,0,0,0
6522,Apartment,New,Sold,Albania,Tirana,Tirana,"Kompleksi Dinamo","Kompleksi Dinamo",108000,108,0,2,1,0,0,0
6520,Apartment,New,Available,Albania,Tirana,Tirana,"Kompleksi Dinamo","Kompleksi Dinamo",157500,150,0,2,2,0,0,0
6506,Apartment,New,Rented,Albania,Tirana,Tirana,"Blv. "Bajram Curri"","Blv. "Bajram Curri"",76880,124,0,2,2,0,0,0
6502,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",58000,69,0,1,1,0,0,0
6486,Apartment,New,Rented,Albania,Tirana,Tirana,"Kompleksi Cabej","Kompleksi Cabej",42240,88,0,2,1,0,0,0
6484,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e Re, Astiri","Unaza e Re, Astiri",45150,105,0,2,1,0,0,0
6482,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Sami Frasheri"","Rr. "Sami Frasheri"",114000,114,0,3,2,0,0,0
6474,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e Re, Astiri","Unaza e Re, Astiri",39928,71,0,1,1,0,0,0
6472,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e Re, Astiri","Unaza e Re, Astiri",35000,70,0,1,0,0,0,0
6470,Apartment,New,Available,Albania,Tirana,Tirana,"Rr. "Faik Konica"","Rr. "Faik Konica"",230000,220,0,0,0,0,0,0
6468,Apartment,New,Sold,Albania,Tirana,Tirana,"te Misto Mame","te Misto Mame",41800,95,0,2,9,0,0,0
6466,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaze e Re","Unaze e Re",40000,98,0,2,1,0,0,0
6464,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaze e Re","Unaze e Re",39750,75,0,1,1,0,0,0
6462,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Frosina Plaku"","Rr. "Frosina Plaku"",96280,116,0,2,2,0,0,0
6456,Apartment,New,Rented,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",85000,111,0,2,2,0,0,0
6452,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Sali Butka"","Rr. "Sali Butka"",55000,80,0,2,1,0,0,0
6450,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",45000,65,0,1,0,0,0,0
6444,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Tiranës, pranë Kopshtit Zoologjik","Liqeni i Tiranës, pranë Kopshtit Zoologjik",172500,230,0,3,0,0,0,0
6442,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Nikolla Tupe"","Rr. "Nikolla Tupe"",182250,135,0,3,2,0,0,0
6440,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",168000,140,0,3,2,0,0,0
6438,Apartment,New,Available,Albania,Tirana,Tirana,"Rr. "5 Maji"","Rr. "5 Maji"",140000,180,180,3,2,0,0,0
6436,Apartment,New,Available,Albania,Tirana,Tirana,"Prane Gardes","Prane Gardes",185000,128,0,0,0,0,0,0
6434,Apartment,New,Sold,Albania,Tirana,Tirana,"prane Kopshtit Zoologjik","prane Kopshtit Zoologjik",92000,115,115,2,2,0,0,0
6432,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Muhamet Gjollesha"","Rr. "Muhamet Gjollesha"",86000,90,0,2,2,0,0,0
6430,Apartment,Used,Sold,Albania,Tirana,Tirana,"Rr. "Reshit Collaku"","Rr. "Reshit Collaku"",194400,120,0,3,2,0,0,0
6428,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane Ministrise se Shendetesise","Prane Ministrise se Shendetesise",60000,73,0,2,1,0,0,0
6426,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Islam Alla"","Rr. "Islam Alla"",107835,103,0,2,2,0,0,0
6424,Apartment,New,Available,Albania,Tirana,Tirana,"Rruga e Elbasanit","Rruga e Elbasanit",258000,215,0,4,2,0,0,0
6422,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "5 Maji"","Rr. "5 Maji"",50000,70,0,2,1,0,0,0
6420,Apartment,New,Available,Albania,Tirana,Tirana,"Kompleksi Dinamo","Kompleksi Dinamo",88000,88,0,2,2,0,0,0
6418,Apartment,New,Rented,Albania,Tirana,Tirana,"prane Kesh","prane Kesh",82000,94,0,2,1,0,0,0
6416,Apartment,New,Available,Albania,Tirana,Tirana,"Rr. "Haxhi Hysen Dalliu"","Rr. "Haxhi Hysen Dalliu"",160000,154,0,3,2,0,0,0
6414,Apartment,Used,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",32000,60,60,1,1,0,0,0
6412,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Nikolla Jorgo"","Rr. "Nikolla Jorgo"",75000,70,0,1,1,0,0,0
6408,Apartment,New,Available,Albania,Tirana,Tirana,"Rr. "Sander Prosi"","Rr. "Sander Prosi"",86400,72,0,1,1,0,0,0
6406,Apartment,New,Sold,Albania,Tirana,Tirana,"prane Casa Italia","prane Casa Italia",50000,94,0,2,1,0,0,0
6404,Apartment,New,Sold,Albania,Tirana,Tirana,"te Liqeni","te Liqeni",94000,94,0,2,1,0,0,0
6402,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Sami Frasheri"","Rr. "Sami Frasheri"",90000,100,100,2,1,0,0,0
6400,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Todi Shkurti"","Rr. "Todi Shkurti"",100000,120,107,2,2,0,0,0
6398,Apartment,New,Sold,Albania,Tirana,Tirana,"mbrapa kinema Agimit","mbrapa kinema Agimit",170000,110,0,2,2,0,0,0
6396,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Ali Demi"","Rr. "Ali Demi"",43000,62,0,1,1,0,0,0
6392,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr."Irfan Tomini"","Rr."Irfan Tomini"",77000,110,0,2,1,0,0,0
6390,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Tre Deshmoret"","Rr. "Tre Deshmoret"",25600,64,0,2,1,0,0,0
6388,Apartment,Used,Sold,Albania,Tirana,Tirana,,,75000,70,0,2,1,0,0,0
6386,Apartment,New,Sold,Albania,Tirana,Tirana,"Prane Gardes","Prane Gardes",167400,108,108,2,2,0,0,0
6384,Apartment,New,Rented,Albania,Tirana,Tirana,"Rr. "Myslym Shyri"","Rr. "Myslym Shyri"",78000,76,0,1,1,0,0,0
6382,Apartment,New,Rented,Albania,Tirana,Tirana,"Prane Gjykates se Faktit Tirane","Prane Gjykates se Faktit Tirane",70000,52,0,0,0,0,0,0
6380,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Myslym Shyri"","Rr. "Myslym Shyri"",65000,70,0,1,1,0,0,0
6378,Apartment,New,Sold,Albania,Tirana,Tirana,"prane Liqenit","prane Liqenit",75000,93,0,1,1,0,0,0
6376,Apartment,New,Sold,Albania,Tirana,Tirana,"Pranë Qendrës Globe, Rr. e Kavajës","Pranë Qendrës Globe, Rr. e Kavajës",62000,73,0,1,1,0,0,0
6374,Apartment,New,Sold,Albania,Tirana,Tirana,"Rr. "Mihal Grameno"","Rr. "Mihal Grameno"",43800,60,0,1,1,0,0,0
6372,Apartment,New,Sold,Albania,Tirana,Tirana,"Zona e Freskut","Zona e Freskut",30409,65,0,1,1,0,0,0
6370,Apartment,New,Sold,Albania,Tirana,Tirana,"Tregu Elektrik, Rr. "Petro Nini Luarasi"","Tregu Elektrik, Rr. "Petro Nini Luarasi"",68400,76,0,1,1,0,0,0
