propertiesid,property_type,property_status,availability,country,division,city,current_zones,zone,price,interior_area,gros_area,bedrooms,bathrooms,other_rooms,year_of_construction,year_of_renovation,closed_price
4321,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",63000,95,0,2,1,0,0,0,NULL
4319,Apartment,New,Sold,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",43000,97,0,2,1,0,0,0,NULL
4318,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Siri Kodra","Rruga Siri Kodra",50000,61,0,1,1,0,0,0,NULL
4317,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",60000,97,0,2,2,0,0,0,NULL
4315,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",65000,61,0,1,1,0,0,0,NULL
4313,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",35000,63,0,1,1,0,0,0,NULL
4312,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",58000,105,0,2,1,0,0,0,NULL
4311,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",62000,112,0,2,2,0,0,0,NULL
4309,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",95000,125,0,2,1,0,0,0,NULL
4308,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",98000,123,0,3,2,0,0,0,NULL
4307,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",150000,0,0,3,3,0,0,0,NULL
4306,Apartment,New,Sold,Albania,Tirana,Tirana,,,60000,70,0,2,1,0,0,0,NULL
4304,Apartment,New,Sold,Albania,Tirana,Tirana,Alidemi,Alidemi,52000,65,0,1,1,0,0,0,NULL
4302,Apartment,New,Sold,Albania,Tirana,Tirana,Alidemi,Alidemi,52000,65,0,1,1,0,0,0,NULL
4297,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,122052,145,0,3,2,0,0,0,NULL
4296,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,103840,124,0,3,2,0,0,0,NULL
4295,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,103720,128,0,3,2,0,0,0,NULL
4294,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,61175,72,0,2,1,0,0,0,NULL
4293,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 4 Deshmoret","Rruga 4 Deshmoret",86000,104,0,2,1,0,0,0,NULL
4291,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",58000,93,0,2,1,0,0,0,NULL
4286,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Hygea,Hygea,60000,105,0,2,2,0,0,0,NULL
4284,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",160000,249,0,3,3,0,0,0,NULL
4282,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",91000,70,0,1,1,0,0,0,NULL
4281,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",130000,100,0,2,2,0,0,0,NULL
4280,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,42000,68,0,1,1,0,0,0,NULL
4279,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",88000,96,0,2,1,0,0,0,NULL
4275,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",104000,74,0,1,1,0,0,0,NULL
4274,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",77000,0,105,2,2,0,0,0,NULL
4273,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",45000,100,0,2,2,0,0,0,NULL
4270,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Tiran,Tiran,67000,76,0,2,1,0,0,0,NULL
4268,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,65000,126,0,1,1,0,0,0,NULL
4265,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",100000,90,0,2,1,0,0,0,NULL
4263,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",62000,106,0,2,2,0,0,0,NULL
4262,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",63000,103,0,2,2,0,0,0,NULL
4259,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,64000,67,0,1,1,0,0,0,NULL
4258,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",48000,64,0,1,1,0,0,0,NULL
4256,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",46000,61,0,1,1,0,0,0,NULL
4255,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",109000,92,0,2,2,0,0,0,NULL
4253,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",67000,112,0,2,2,0,0,0,NULL
4252,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi `Avni Rustemi`","Sheshi `Avni Rustemi`",142000,0,129,3,2,0,0,0,NULL
4251,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,119000,156,0,2,2,0,0,0,NULL
4250,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,61000,67,0,1,1,0,0,0,NULL
4249,Apartment,New,Sold,Albania,Tirana,Tirana,,,60000,76,0,1,1,0,0,0,NULL
4248,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,129000,138,0,2,2,0,0,0,NULL
4244,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",240000,218,0,4,4,0,0,0,NULL
4243,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",73000,76,0,1,1,0,0,0,NULL
4241,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",40000,68,0,1,1,0,0,0,NULL
4238,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",43000,69,0,1,1,0,0,0,NULL
4237,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,84000,135,0,2,2,0,0,0,NULL
4235,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",600000,750,0,0,0,0,0,0,NULL
4232,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",77000,142,0,2,2,0,0,0,NULL
4231,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",76000,85,0,2,1,0,0,0,NULL
4229,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 4 Deshmoret","Rruga 4 Deshmoret",61000,61,0,1,1,0,0,0,NULL
4228,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 4 Deshmoret","Rruga 4 Deshmoret",115000,105,0,2,1,0,0,0,NULL
4227,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Nente Kateshet","Nente Kateshet",186000,140,0,2,2,0,0,0,NULL
4226,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",60000,107,0,2,1,0,0,0,NULL
4225,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",105000,130,0,2,2,0,0,0,NULL
4222,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",72000,111,0,2,2,0,0,0,NULL
4221,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Vasil Shanto |##| Tiran","Vasil Shanto",60610,61,0,1,1,0,0,0,NULL
4220,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,48000,75,0,2,1,0,0,0,NULL
4219,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,41000,63,0,1,1,0,0,0,NULL
4218,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,40000,62,0,1,1,0,0,0,NULL
4217,Apartment,New,Sold,Albania,Tirana,Tirana,Oxhaku,Oxhaku,57000,89,0,2,1,0,0,0,NULL
4216,Apartment,New,Sold,Albania,Tirana,Tirana,Oxhaku,Oxhaku,57000,88,0,2,1,0,0,0,NULL
4215,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,47000,74,0,1,1,0,0,0,NULL
4214,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,87000,136,0,3,0,0,0,0,NULL
4213,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,48000,75,0,1,1,0,0,0,NULL
4212,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,159000,123,0,3,3,0,0,0,NULL
4210,Apartment,New,Sold,Albania,Tirana,Tirana,Tiran,Tiran,46000,80,0,1,1,0,0,0,NULL
4209,Apartment,New,Sold,Albania,Tirana,Tirana,Tiran,Tiran,54000,95,0,2,2,0,0,0,NULL
4208,Apartment,New,Sold,Albania,Tirana,Tirana,Tiran,Tiran,38000,66,0,1,1,0,0,0,NULL
4207,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",67000,78,0,1,1,0,0,0,NULL
4205,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",43000,69,0,1,1,0,0,0,NULL
4204,Apartment,New,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,65000,100,0,2,2,0,0,0,NULL
4203,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55000,104,0,2,2,0,0,0,NULL
4202,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",56000,93,0,2,1,0,0,0,NULL
4200,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Liqeni,Liqeni,78000,110,0,2,1,0,0,0,NULL
4199,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Liqeni,Liqeni,110000,154,0,3,2,0,0,0,NULL
4197,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",95000,103,0,2,1,0,0,0,NULL
4196,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Sami Frasheri","Rruga Sami Frasheri",90000,90,0,2,1,0,0,0,NULL
4195,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",135000,78,0,0,1,0,0,0,NULL
4194,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Kinostudio,Kinostudio,61000,81,0,1,1,0,0,0,NULL
4193,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Kinostudio,Kinostudio,53000,72,0,1,1,0,0,0,NULL
4191,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",37000,67,0,1,1,0,0,0,NULL
4190,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55000,70,0,2,1,0,0,0,NULL
4187,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 4 Deshmoret","Rruga 4 Deshmoret",70000,77,77,1,1,0,0,0,NULL
4185,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,57000,52,0,1,1,0,0,0,NULL
4184,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",80000,74,0,2,1,0,0,0,NULL
4181,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",66000,99,0,2,1,0,0,0,NULL
4173,Apartment,New,Sold,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",47000,105,0,2,1,0,0,0,NULL
4170,Apartment,New,Sold,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",28000,54,0,1,1,0,0,0,NULL
4169,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Bulevardi Zhan Dark","Bulevardi Zhan Dark",108000,86,0,2,1,0,0,0,NULL
4168,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",100000,112,0,2,2,0,0,0,NULL
4165,Apartment,New,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,47000,85,0,2,1,0,0,0,NULL
4164,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,1100000,600,0,4,3,0,0,0,NULL
4163,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi `Avni Rustemi`","Sheshi `Avni Rustemi`",167000,160,0,2,0,0,0,0,NULL
4162,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi `Avni Rustemi`","Sheshi `Avni Rustemi`",75000,63,0,1,1,0,0,0,NULL
4161,Apartment,New,Sold,Albania,Tirana,Tirana,Liqeni,Liqeni,95000,127,0,2,2,0,0,0,NULL
4160,Apartment,New,Sold,Albania,Tirana,Tirana,,,135000,121,0,2,2,0,0,0,NULL
4159,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Kosovareve","Rruga e Kosovareve",200000,150,0,3,2,0,0,0,NULL
4157,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,52000,67,0,1,1,0,0,0,NULL
4156,Apartment,New,Sold,Albania,Tirana,Tirana,,,31000,47,0,1,1,0,0,0,NULL
4155,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi `Avni Rustemi`","Sheshi `Avni Rustemi`",110000,90,0,2,1,0,0,0,NULL
4154,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Siri Kodra","Rruga Siri Kodra",52000,57,0,1,1,0,0,0,NULL
4153,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga Mihal Grameno","Rruga Mihal Grameno",47000,56,0,1,1,0,0,0,NULL
4151,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",106000,85,0,1,1,0,0,0,NULL
4150,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",60000,90,0,2,1,0,0,0,NULL
4149,Apartment,New,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,62000,124,0,3,2,0,0,0,NULL
4148,Apartment,New,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,37000,73,0,1,1,0,0,0,NULL
4147,Apartment,New,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,66000,133,0,3,2,0,0,0,NULL
4142,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",55000,60,0,1,1,0,0,0,NULL
4139,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Elbasanit","Rruga e Elbasanit",95000,95,0,3,1,0,0,0,NULL
4138,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",68000,137,0,3,2,0,0,0,NULL
4137,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",50000,98,0,2,2,0,0,0,NULL
4136,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",35000,70,0,1,1,0,0,0,NULL
4135,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55000,108,0,2,1,0,0,0,NULL
4134,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",83000,0,75,2,1,0,0,0,NULL
4133,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",54000,100,0,2,2,0,0,0,NULL
4132,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",59000,105,0,2,21,0,0,0,NULL
4131,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Pallati me Shigjeta","Pallati me Shigjeta",73000,89,0,2,1,0,0,0,NULL
4130,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",62000,114,0,2,2,0,0,0,NULL
4129,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga Mihal Grameno","Rruga Mihal Grameno",72000,85,0,2,2,0,0,0,NULL
4128,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",40000,68,0,1,1,0,0,0,NULL
4127,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",78000,98,0,2,1,0,0,0,NULL
4126,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",39000,64,0,1,1,0,0,0,NULL
4125,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",58000,72,0,1,1,0,0,0,NULL
4124,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",49000,62,0,1,1,0,0,0,NULL
4123,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",140000,103,0,2,2,0,0,0,NULL
4122,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",96000,134,0,3,2,0,0,0,NULL
4121,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Hoxha Tahsim","Rruga Hoxha Tahsim",114000,100,0,2,2,0,0,0,NULL
4120,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,117000,98,0,2,2,0,0,0,NULL
4117,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",120000,150,0,3,1,0,0,0,NULL
4116,Apartment,New,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",100000,113,0,2,2,0,0,0,NULL
4115,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",40000,66,0,1,1,0,0,0,NULL
4114,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,46000,92,0,2,1,0,0,0,NULL
4113,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",63000,103,0,2,2,0,0,0,NULL
4111,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Jeronim de Rada","Rruga Jeronim de Rada",102000,73,0,1,1,0,0,0,NULL
4110,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",66000,110,0,2,2,0,0,0,NULL
4107,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Jeronim de Rada","Rruga Jeronim de Rada",188000,134,0,4,2,0,0,0,NULL
4105,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",101000,113,0,2,2,0,0,0,NULL
4104,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",52000,98,0,2,2,0,0,0,NULL
4103,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",65000,62,0,1,1,0,0,0,NULL
4102,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",71000,119,0,2,2,0,0,0,NULL
4101,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",62000,104,0,2,1,0,0,0,NULL
4100,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",66000,110,0,2,1,0,0,0,NULL
4099,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",48000,70,0,1,1,0,0,0,NULL
4096,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Ish Parku Autobuzave","Ish Parku Autobuzave",80000,100,0,2,2,0,0,0,NULL
4094,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Liqeni,Liqeni,150000,110,0,2,0,0,0,0,NULL
4091,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Yzberisht,Yzberisht,47000,134,0,3,2,0,0,0,NULL
4090,Apartment,New,Sold,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",88000,86,0,2,1,0,0,0,NULL
4088,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",120000,0,137,3,2,0,0,0,NULL
4086,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",70000,114,0,2,1,0,0,0,NULL
4084,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",70000,77,0,1,1,0,0,0,NULL
4083,Apartment,New,Sold,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",123000,123,0,2,2,0,0,0,NULL
4082,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",136000,113,0,2,2,0,0,0,NULL
4081,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",50000,85,0,1,1,0,0,0,NULL
4078,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,45500,65,0,1,1,0,0,0,NULL
4076,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",72000,110,0,3,2,0,0,0,NULL
4074,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",98000,108,0,2,2,0,0,0,NULL
4072,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",39000,84,0,1,1,0,0,0,NULL
4071,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",70000,66,0,2,1,0,0,0,NULL
4069,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",65000,106,0,2,1,0,0,0,NULL
4068,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,142000,102,0,2,2,0,0,0,NULL
4067,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",115000,0,99,3,1,0,0,0,NULL
4066,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Elbasanit","Rruga e Elbasanit",69000,85,0,1,1,0,0,0,NULL
4064,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Nente Kateshet","Nente Kateshet",220000,122,0,2,2,0,0,0,NULL
4063,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",37000,67,0,1,1,0,0,0,NULL
4062,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,78000,119,0,3,2,0,0,0,NULL
4061,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",43200,72,0,1,1,0,0,0,NULL
4058,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",78000,92,0,1,1,0,0,0,NULL
4057,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Bulevardi Zogu I","Bulevardi Zogu I",80000,79,0,2,1,0,0,0,NULL
4056,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Nente Kateshet","Nente Kateshet",96000,85,0,1,1,0,0,0,NULL
4054,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",45000,67,0,1,1,0,0,0,NULL
4053,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",42000,62,0,1,1,0,0,0,NULL
4052,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Siri Kodra","Rruga Siri Kodra",98000,104,0,2,2,0,0,0,NULL
4051,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Selvia,Selvia,87700,88,0,2,1,0,0,0,NULL
4049,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",115000,104,0,2,1,0,0,0,NULL
4048,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",56000,112,0,2,1,0,0,0,NULL
4047,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,125000,125,0,2,2,0,0,0,NULL
4041,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",97000,97,0,2,1,0,0,0,NULL
4040,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Tirana e Re","Tirana e Re",137000,140,0,2,2,0,0,0,NULL
4039,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",39000,69,0,1,1,0,0,0,NULL
4038,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga Irfan Tomini","Rruga Irfan Tomini",62000,73,0,2,1,0,0,0,NULL
4036,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Tirana e Re","Tirana e Re",72000,98,0,2,2,0,0,0,NULL
4033,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",100000,100,0,1,1,0,0,0,NULL
4031,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Bulevardi Gjergj Fishta","Bulevardi Gjergj Fishta",154000,118,0,2,2,0,0,0,NULL
4030,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Hoxha Tahsim","Rruga Hoxha Tahsim",62000,68,0,2,1,0,0,0,NULL
4029,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",37000,34,0,1,1,0,0,0,NULL
4027,Apartment,New,Sold,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",90000,90,0,3,2,0,0,0,NULL
4026,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",103000,109,0,2,2,0,0,0,NULL
4019,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55000,121,0,2,2,0,0,0,NULL
4018,Apartment,New,Sold,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",50000,50,0,1,1,0,0,0,NULL
4017,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",67000,64,0,1,1,0,0,0,NULL
4016,Apartment,New,Withdrawn,Albania,Tirana,Tirana,,,325000,129,0,3,2,0,0,0,NULL
4013,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga e Elbasanit","Rruga e Elbasanit",85000,110,0,2,2,0,0,0,NULL
4007,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",54000,93,0,2,2,0,0,0,NULL
4003,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",42000,72,0,1,1,0,0,0,NULL
4002,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Sheshi `Avni Rustemi`","Sheshi `Avni Rustemi`",92000,72,0,3,1,0,0,0,NULL
4001,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",43000,71,0,1,1,0,0,0,NULL
4000,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",63000,106,0,2,1,0,0,0,NULL
3997,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55000,82,0,2,1,0,0,0,NULL
3996,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Pallati me Shigjeta","Pallati me Shigjeta",72000,123,0,2,1,0,0,0,NULL
3995,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",52000,86,0,1,1,0,0,0,NULL
3991,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Xhamlliku,Xhamlliku,67000,74,0,1,1,0,0,0,NULL
3990,Apartment,New,Sold,Albania,Tirana,Tirana,,,105000,130,0,2,1,0,0,0,NULL
